Objects
100
,,Global Angle UAV_6_4:UAV_6_4,,,,,,Global Angle pendulum:pendulum,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1358,0,0.0138616,-0.0144602,-0.0169779,-785.786,436.143,1048.65,,,,,,
1359,0,0.0140978,-0.0156196,-0.0166856,-793.091,438.635,1048.49,,,,,,
1360,0,0.0154454,-0.0146491,-0.0173059,-800.44,441.214,1048.42,,,,,,
1361,0,0.0156945,-0.0144089,-0.0167703,-807.713,443.575,1048.21,,,,,,
1362,0,0.0156681,-0.0135548,-0.0166511,-814.845,445.753,1047.89,,,,,,
1363,0,0.0185234,-0.011622,-0.0164589,-822.166,448.275,1047.91,,,,,,
1364,0,0.0193181,-0.0100637,-0.0167037,-829.432,450.61,1047.68,,,,,,
1365,0,0.0194663,-0.00909103,-0.0163277,-836.719,452.984,1047.53,,,,,,
1366,0,0.0211997,-0.00788612,-0.0165103,-843.924,455.248,1047.35,,,,,,
1367,0,0.0215328,-0.00468246,-0.0164716,-851.062,457.565,1047.19,,,,,,
1368,0,0.0215784,-0.00250541,-0.0170041,-858.331,459.854,1046.99,,,,,,
1369,0,0.0235518,-0.00234793,-0.0156009,-865.61,462.121,1046.77,,,,,,
1370,0,0.0222162,0.000154414,-0.0160632,-872.783,464.353,1046.56,,,,,,
1371,0,0.0214722,0.00115837,-0.0154851,-879.909,466.55,1046.17,,,,,,
1372,0,0.0211669,0.00300182,-0.0158323,-887.078,468.881,1046.13,,,,,,
1373,0,0.0203036,0.00403616,-0.015761,-894.315,471.21,1045.83,,,,,,
1374,0,0.0203066,0.00545037,-0.0161626,-901.522,473.466,1045.51,,,,,,
1375,0,0.0191207,0.00749731,-0.0162091,-908.646,475.759,1045.22,,,,,,
1376,0,0.0178649,0.0078144,-0.0157539,-915.783,477.957,1044.97,,,,,,
1377,0,0.0183739,0.010406,-0.0162021,-922.89,480.031,1044.72,,,,,,
1378,0,0.0169446,0.0118477,-0.0160714,-929.991,482.15,1044.45,,,,,,
1379,0,0.0176725,0.0126118,-0.0156907,-937.037,484.257,1044.1,,,,,,
1380,0,0.0176592,0.0149708,-0.0158494,-944.103,486.38,1043.88,,,,,,
1381,0,0.0168891,0.0148538,-0.0157552,-951.092,488.333,1043.51,,,,,,
1382,0,0.0163019,0.0172344,-0.0159197,-958.081,490.42,1043.21,,,,,,
1383,0,0.0159935,0.0201129,-0.0161476,-965.078,492.352,1043,,,,,,
1384,0,0.0152545,0.0192958,-0.0158265,-972.109,494.32,1042.55,,,,,,
1385,0,0.0139618,0.0226551,-0.0163917,-979.047,496.449,1042.34,,,,,,
1386,0,0.013603,0.0228533,-0.0161053,-985.941,498.448,1042.09,,,,,,
1387,0,0.0125363,0.0233931,-0.0161172,-992.806,500.41,1041.8,,,,,,
1388,0,0.0116644,0.0252937,-0.0159459,-999.648,502.314,1041.52,,,,,,
1389,0,0.0120214,0.026159,-0.0161162,-1006.55,504.216,1041.17,,,,,,
1390,0,0.0121341,0.0267772,-0.0155357,-1013.29,506.056,1040.88,,,,,,
1391,0,0.0121646,0.0288153,-0.0161234,-1020.08,507.839,1040.59,,,,,,
1392,0,0.0125784,0.0292433,-0.0162005,-1026.78,509.545,1040.33,,,,,,
1393,0,0.0126225,0.0298171,-0.0160947,-1033.49,511.313,1039.97,,,,,,
1394,0,0.0131821,0.0318516,-0.0163719,-1040.13,513.035,1039.61,,,,,,
1395,0,0.0142246,0.0319681,-0.0157342,-1046.71,514.801,1039.39,,,,,,
1396,0,0.0139061,0.0329001,-0.0162092,-1053.32,516.519,1039.01,,,,,,
1397,0,0.013261,0.0340145,-0.0160233,-1059.9,518.288,1038.72,,,,,,
1398,0,0.0128098,0.034572,-0.0162683,-1066.37,520.145,1038.46,,,,,,
1399,0,0.0121839,0.0348498,-0.0159301,-1072.9,521.948,1038.09,,,,,,
1400,0,0.0101609,0.035108,-0.0160403,-1079.41,523.699,1037.86,,,,,,
1401,0,0.0107739,0.0358259,-0.0161365,-1085.8,525.385,1037.4,,,,,,
1402,0,0.00973337,0.0361106,-0.0164156,-1092.17,527.122,1037.12,,,,,,
1403,0,0.00878577,0.0364178,-0.0159582,-1098.52,528.914,1036.9,,,,,,
1404,0,0.00862542,0.0369018,-0.015761,-1104.81,530.459,1036.44,,,,,,
1405,0,0.00766826,0.0367655,-0.0162142,-1111.08,532.065,1036.19,,,,,,
1406,0,0.00776811,0.036933,-0.015691,-1117.29,533.757,1035.89,,,,,,
1407,0,0.00771386,0.0375448,-0.0158083,-1123.39,535.412,1035.57,,,,,,
1408,0,0.00902305,0.0387218,-0.0159872,-1129.55,536.961,1035.28,,,,,,
1409,0,0.00827218,0.0380082,-0.0156379,-1135.67,538.47,1034.94,,,,,,
1410,0,0.00918555,0.0378997,-0.0160818,-1141.73,539.943,1034.68,,,,,,
1411,0,0.00920991,0.039149,-0.015945,-1147.7,541.379,1034.32,,,,,,
1412,0,0.00934351,0.0376651,-0.0151753,-1153.65,542.872,1034.04,,,,,,
1413,0,0.010458,0.0392824,-0.0151383,-1159.55,544.362,1033.68,,,,,,
1414,0,0.0112783,0.0395056,-0.0150074,-1165.43,545.788,1033.49,,,,,,
1415,0,0.012226,0.0406023,-0.0149772,-1171.25,547.169,1033.15,,,,,,
1416,0,0.0121439,0.0393545,-0.0148157,-1177.09,548.594,1032.9,,,,,,
1417,0,0.0127878,0.039539,-0.0150054,-1182.88,549.922,1032.64,,,,,,
1418,0,0.0133783,0.0391534,-0.0149531,-1188.63,551.269,1032.31,,,,,,
1419,0,0.0144131,0.0384797,-0.0145352,-1194.31,552.66,1031.97,,,,,,
1420,0,0.0145108,0.0389357,-0.0147529,-1200.02,554.013,1031.77,,,,,,
1421,0,0.0152692,0.0381708,-0.0139694,-1205.63,555.338,1031.42,,,,,,
1422,0,0.0155147,0.0382698,-0.0139243,-1211.16,556.707,1031.16,,,,,,
1423,0,0.0154853,0.0380663,-0.0143138,-1216.59,557.99,1030.76,,,,,,
1424,0,0.0155543,0.0370367,-0.0136163,-1222.08,559.349,1030.5,,,,,,
1425,0,0.0165518,0.0381609,-0.0135803,-1227.48,560.585,1030.2,,,,,,
1426,0,0.0161259,0.0379484,-0.0139274,-1232.82,561.65,1029.81,,,,,,
1427,0,0.0171054,0.0376999,-0.0138365,-1238.17,563.001,1029.5,,,,,,
1428,0,0.0163254,0.0376886,-0.013238,-1243.45,564.389,1029.2,,,,,,
1429,0,0.0145331,0.0383617,-0.0134754,-1248.57,565.58,1028.75,,,,,,
1430,0,0.0144213,0.0386949,-0.0130455,-1253.76,566.853,1028.55,,,,,,
1431,0,0.0134379,0.0389322,-0.0127402,-1258.89,568.098,1028.25,,,,,,
1432,0,0.0131125,0.0389859,-0.012676,-1263.94,569.338,1027.9,,,,,,
1433,0,0.0135297,0.0395086,-0.0116391,-1269.08,570.614,1027.62,,,,,,
1434,0,0.0117207,0.0405204,-0.0121983,-1274.04,571.741,1027.28,,,,,,
1435,0,2.7249,1.61823,-0.096339,-1279.29,573.397,1027.59,,,,,,
1436,0,2.72512,1.61836,-0.0959599,-1284.28,574.579,1027.38,,,,,,
1437,0,2.72443,1.61812,-0.0963777,-1289.09,575.662,1027.07,,,,,,
1438,0,2.72564,1.62007,-0.0960481,-1293.84,576.591,1026.72,,,,,,
1439,0,2.725,1.62038,-0.0972494,-1298.58,577.644,1026.34,,,,,,
1440,0,2.72684,1.62091,-0.0941448,-1303.37,578.706,1026.2,,,,,,
1441,0,2.72653,1.62168,-0.0952069,-1308.05,579.691,1025.97,,,,,,
1442,0,2.72741,1.62215,-0.0934047,-1312.69,580.567,1025.67,,,,,,
1443,0,2.72649,1.62171,-0.0957053,-1317.3,581.397,1025.32,,,,,,
1444,0,2.72709,1.62202,-0.0945137,-1321.88,582.413,1025.03,,,,,,
1445,0,2.72849,1.62389,-0.0937262,-1326.28,583.332,1024.7,,,,,,
1446,0,2.72766,1.62337,-0.0947811,-1330.76,584.505,1024.59,,,,,,
1447,0,2.72706,1.62372,-0.0967882,-1335.15,585.472,1024.42,,,,,,
1448,0,2.72799,1.62462,-0.0974142,-1339.44,586.447,1024.03,,,,,,
1449,0,2.72669,1.62378,-0.100928,-1343.74,587.401,1023.9,,,,,,
1450,0,2.72604,1.62312,-0.103182,-1348.08,588.531,1023.84,,,,,,
1451,0,2.72777,1.62508,-0.10292,-1352.13,589.214,1023.27,,,,,,
1452,0,2.72706,1.62424,-0.10621,-1356.36,590.208,1023.09,,,,,,
1453,0,2.72569,1.62319,-0.108701,-1360.38,591.106,1022.81,,,,,,
1454,0,2.72645,1.62399,-0.108095,-1364.45,591.997,1022.72,,,,,,
1455,0,2.72601,1.62455,-0.109261,-1368.51,592.894,1022.41,,,,,,
1456,0,2.72575,1.62417,-0.10932,-1372.51,593.751,1022.19,,,,,,
1457,0,2.72594,1.62417,-0.109809,-1376.51,594.64,1022,,,,,,
1458,0,2.72331,1.62225,-0.11001,-1380.5,595.594,1021.81,,,,,,
1459,0,2.72407,1.62191,-0.110822,-1384.32,596.337,1021.61,,,,,,
1460,0,2.72333,1.62244,-0.110221,-1388.16,597.064,1021.17,,,,,,
1461,0,2.72373,1.6221,-0.109564,-1391.85,597.767,1020.96,,,,,,
1462,0,2.72462,1.62313,-0.108136,-1395.56,598.619,1020.81,,,,,,
1463,0,2.72373,1.62311,-0.108498,-1399.29,599.457,1020.65,,,,,,
1464,0,2.72355,1.6229,-0.109424,-1402.88,600.352,1020.47,,,,,,
1465,0,2.72164,1.621,-0.111807,-1406.5,601.26,1020.49,,,,,,
1466,0,2.72146,1.62157,-0.11245,-1409.94,601.858,1020.16,,,,,,
1467,0,2.722,1.62135,-0.112189,-1413.43,602.422,1019.91,,,,,,
1468,0,2.72239,1.62148,-0.111859,-1416.88,603.107,1019.77,,,,,,
1469,0,2.72404,1.62376,-0.109875,-1420.26,603.728,1019.57,,,,,,
1470,0,2.72386,1.62412,-0.110265,-1423.58,604.445,1019.37,,,,,,
1471,0,2.72286,1.62289,-0.111957,-1426.9,605.218,1019.39,,,,,,
1472,0,2.72286,1.62308,-0.11321,-1430.13,605.933,1019.12,,,,,,
1473,0,2.72502,1.62616,-0.110607,-1433.18,606.48,1018.68,,,,,,
1474,0,0.00706913,0.0497852,-0.00795381,-1436.04,606.656,1017.98,,,,,,
1475,0,0.00801719,0.049968,-0.00820027,-1439.13,607.289,1017.78,,,,,,
1476,0,0.00768674,0.0489693,-0.00821687,-1442.16,607.946,1017.54,,,,,,
1477,0,0.0071742,0.0489861,-0.00787135,-1445.18,608.563,1017.28,,,,,,
1478,0,0.0068395,0.0486733,-0.00793071,-1448.11,609.243,1016.98,,,,,,
1479,0,0.00674482,0.0495623,-0.00817646,-1451.02,609.905,1016.7,,,,,,
1480,0,0.00534171,0.0488326,-0.00784483,-1453.9,610.643,1016.44,,,,,,
1481,0,0.00576456,0.0485514,-0.00771256,-1456.72,611.378,1016.26,,,,,,
1482,0,0.0058052,0.0477643,-0.00781499,-1459.56,611.948,1016.03,,,,,,
1483,0,0.00455323,0.0467076,-0.00794969,-1462.33,612.598,1015.88,,,,,,
1484,0,0.00442924,0.0460553,-0.00772722,-1465.14,613.146,1015.64,,,,,,
1485,0,0.0047389,0.0450996,-0.00760253,-1467.8,613.761,1015.54,,,,,,
1486,0,0.00416799,0.044228,-0.0076608,-1470.47,614.339,1015.27,,,,,,
1487,0,0.00418909,0.0440301,-0.00802019,-1473.08,614.898,1015.13,,,,,,
1488,0,0.004373,0.0432905,-0.00755799,-1475.67,615.439,1015,,,,,,
1489,0,0.00460332,0.0430785,-0.00728897,-1478.18,615.993,1014.85,,,,,,
1490,0,0.003947,0.0423184,-0.00692737,-1480.56,616.553,1014.74,,,,,,
1491,0,0.00433853,0.0426266,-0.00685019,-1482.94,617.122,1014.59,,,,,,
1492,0,0.00442014,0.0427304,-0.00701717,-1485.29,617.66,1014.49,,,,,,
1493,0,0.00520903,0.0414617,-0.00682976,-1487.51,618.241,1014.35,,,,,,
1494,0,0.00536984,0.0418428,-0.0066151,-1489.77,618.68,1014.31,,,,,,
1495,0,0.00563851,0.0427205,-0.00690529,-1491.92,619.092,1014.11,,,,,,
1496,0,0.00709256,0.0418637,-0.00698697,-1494.01,619.542,1013.97,,,,,,
1497,0,0.00811514,0.0417396,-0.0064974,-1496.16,619.882,1013.83,,,,,,
1498,0,0.00863542,0.0415207,-0.00664497,-1498.25,620.406,1013.74,,,,,,
1499,0,0.00902336,0.0422331,-0.00691399,-1500.29,620.853,1013.65,,,,,,
1500,0,0.0099802,0.0423951,-0.00688199,-1502.32,621.186,1013.55,,,,,,
1501,0,0.00991382,0.041738,-0.00691909,-1504.3,621.598,1013.44,,,,,,
1502,0,0.0105672,0.0414785,-0.00718539,-1506.31,622.041,1013.25,,,,,,
1503,0,0.0100993,0.0403958,-0.00698405,-1508.25,622.524,1013.16,,,,,,
1504,0,0.00982707,0.0398483,-0.00661148,-1510.1,622.972,1013.04,,,,,,
1505,0,0.00799852,0.0398895,-0.00683924,-1511.91,623.566,1012.97,,,,,,
1506,0,0.00665277,0.0401042,-0.0064644,-1513.72,624.05,1012.79,,,,,,
1507,0,0.00563388,0.0395741,-0.00674847,-1515.47,624.541,1012.66,,,,,,
1508,0,0.00496584,0.0397199,-0.00688612,-1517.31,625.046,1012.49,,,,,,
1509,0,0.00411013,0.0379095,-0.00638887,-1518.98,625.522,1012.37,,,,,,
1510,0,0.00375017,0.0371244,-0.0062324,-1520.65,626.076,1012.26,,,,,,
1511,0,0.00281603,0.0372729,-0.00638451,-1522.25,626.516,1012.15,,,,,,
1512,0,0.00224651,0.036519,-0.00643938,-1523.85,626.888,1012.02,,,,,,
1513,0,0.00373896,0.0367075,-0.00651762,-1525.41,627.192,1011.84,,,,,,
1514,0,0.00472122,0.0358366,-0.00620871,-1526.88,627.464,1011.69,,,,,,
1515,0,0.00570683,0.0370237,-0.00647226,-1528.3,627.677,1011.61,,,,,,
1516,0,0.00695023,0.0370392,-0.00627732,-1529.74,627.926,1011.5,,,,,,
1517,0,0.00806096,0.0375287,-0.00631738,-1531.11,628.189,1011.4,,,,,,
1518,0,0.00889157,0.0372705,-0.00624392,-1532.46,628.585,1011.25,,,,,,
1519,0,0.00909031,0.0383943,-0.00678565,-1533.75,628.822,1011.07,,,,,,
1520,0,0.00815177,0.0382942,-0.00644674,-1535.02,629.096,1010.96,,,,,,
1521,0,0.0071921,0.0379739,-0.00590068,-1536.31,629.346,1010.87,,,,,,
1522,0,0.00755923,0.037296,-0.00640484,-1537.57,629.746,1010.75,,,,,,
1523,0,0.0073422,0.036653,-0.00599181,-1538.81,630.053,1010.6,,,,,,
1524,0,0.00712269,0.0361784,-0.00614232,-1540.02,630.451,1010.55,,,,,,
1525,0,0.00634782,0.035573,-0.0059203,-1541.22,630.794,1010.44,,,,,,
1526,0,0.00517936,0.0353128,-0.00605545,-1542.37,631.067,1010.32,,,,,,
1527,0,0.00432251,0.0347377,-0.00608237,-1543.51,631.414,1010.24,,,,,,
1528,0,0.00322828,0.0341543,-0.00575517,-1544.57,631.764,1010.2,,,,,,
1529,0,0.00301942,0.0339662,-0.00533839,-1545.59,632.115,1010.13,,,,,,
1530,0,0.0035241,0.0330586,-0.00534964,-1546.58,632.421,1010.12,,,,,,
1531,0,0.00281552,0.0327624,-0.00553227,-1547.56,632.705,1010.05,,,,,,
1532,0,0.00219275,0.0320791,-0.00580082,-1548.53,632.959,1010,,,,,,
1533,0,0.00200805,0.0324437,-0.00597114,-1549.43,633.18,1009.97,,,,,,
1534,0,0.00128458,0.0323699,-0.00628036,-1550.34,633.471,1009.92,,,,,,
1535,0,0.000905738,0.0313851,-0.00607208,-1551.31,633.78,1009.93,,,,,,
1536,0,0.000697245,0.0311578,-0.00598971,-1552.22,634.008,1009.86,,,,,,
1537,0,0.000991089,0.0304152,-0.00556992,-1553.04,634.179,1009.81,,,,,,
1538,0,0.00191969,0.0305749,-0.00550638,-1553.78,634.342,1009.81,,,,,,
1539,0,0.00219184,0.030555,-0.00514154,-1554.5,634.541,1009.82,,,,,,
1540,0,0.00260901,0.0304949,-0.0053924,-1555.2,634.754,1009.79,,,,,,
1541,0,0.00300974,0.0301301,-0.00584992,-1555.9,634.914,1009.82,,,,,,
1542,0,0.00340387,0.0300463,-0.00606253,-1556.59,635.05,1009.8,,,,,,
1543,0,0.00349698,0.0301423,-0.00643735,-1557.23,635.267,1009.84,,,,,,
1544,0,0.00304465,0.029173,-0.00613521,-1557.88,635.429,1009.77,,,,,,
1545,0,0.00333541,0.0294573,-0.00615099,-1558.45,635.709,1009.78,,,,,,
1546,0,0.002597,0.0287802,-0.00585292,-1559.05,635.95,1009.78,,,,,,
1547,0,0.00218248,0.0284036,-0.00585144,-1559.65,636.148,1009.78,,,,,,
1548,0,0.00209952,0.0273355,-0.00595562,-1560.25,636.339,1009.78,,,,,,
1549,0,0.00194559,0.026252,-0.0061673,-1560.83,636.482,1009.78,,,,,,
1550,0,0.00186902,0.0257486,-0.0061992,-1561.37,636.572,1009.78,,,,,,
1551,0,0.00236734,0.0254585,-0.00638765,-1561.88,636.685,1009.79,,,,,,
1552,0,0.00333916,0.0254014,-0.0066318,-1562.38,636.855,1009.81,,,,,,
1553,0,0.00383597,0.0247437,-0.00638227,-1562.85,636.981,1009.84,,,,,,
1554,0,0.00363236,0.0248403,-0.00626882,-1563.27,637.112,1009.88,,,,,,
1555,0,0.00367114,0.0253275,-0.00604952,-1563.62,637.243,1009.95,,,,,,
1556,0,0.00414968,0.0252997,-0.0056321,-1563.92,637.32,1009.93,,,,,,
1557,0,0.00446869,0.0257949,-0.00573597,-1564.22,637.397,1009.98,,,,,,
1558,0,0.00500788,0.0259262,-0.00577111,-1564.51,637.501,1010.05,,,,,,
1559,0,0.00468481,0.0262259,-0.00614876,-1564.84,637.645,1010.1,,,,,,
1560,0,0.00449838,0.0261144,-0.00641574,-1565.13,637.764,1010.18,,,,,,
1561,0,0.00411592,0.0259271,-0.00641538,-1565.44,637.889,1010.22,,,,,,
1562,0,0.00426201,0.025417,-0.00631287,-1565.73,638.036,1010.31,,,,,,
1563,0,0.00391828,0.025528,-0.00620846,-1566.04,638.214,1010.39,,,,,,
1564,0,0.00437562,0.0250341,-0.00597565,-1566.29,638.406,1010.5,,,,,,
1565,0,0.00457826,0.0244469,-0.00594777,-1566.47,638.51,1010.56,,,,,,
1566,0,0.00469529,0.0240927,-0.00599336,-1566.69,638.509,1010.63,,,,,,
1567,0,0.00499223,0.0239406,-0.00626685,-1566.87,638.542,1010.71,,,,,,
1568,0,0.00478969,0.0237904,-0.00617571,-1567.09,638.561,1010.76,,,,,,
1569,0,0.00491312,0.0238715,-0.00641097,-1567.22,638.664,1010.85,,,,,,
1570,0,0.00505824,0.0232796,-0.00614097,-1567.34,638.737,1010.95,,,,,,
1571,0,0.00475229,0.0231578,-0.00614286,-1567.42,638.79,1011.05,,,,,,
1572,0,0.00462166,0.0219349,-0.00577377,-1567.55,638.886,1011.15,,,,,,
1573,0,0.0038837,0.0219731,-0.00583263,-1567.65,638.969,1011.19,,,,,,
1574,0,0.00327235,0.0222591,-0.00589195,-1567.77,639.042,1011.34,,,,,,
1575,0,0.00328437,0.0218023,-0.00564893,-1567.83,639.132,1011.41,,,,,,
1576,0,0.00289735,0.0215854,-0.00554617,-1567.89,639.15,1011.54,,,,,,
1577,0,0.00268535,0.0214214,-0.00568788,-1567.91,639.172,1011.65,,,,,,
1578,0,0.002468,0.0210994,-0.00528875,-1567.95,639.192,1011.74,,,,,,
1579,0,0.00213452,0.0218581,-0.00551214,-1567.91,639.293,1011.89,,,,,,
1580,0,0.00151478,0.0223848,-0.00568386,-1567.83,639.394,1012.01,,,,,,
1581,0,0.00246154,0.0217202,-0.00532669,-1567.72,639.351,1012.06,,,,,,
1582,0,0.00220566,0.0219161,-0.00536391,-1567.62,639.35,1012.18,,,,,,
1583,0,0.00138633,0.022685,-0.00553761,-1567.53,639.336,1012.33,,,,,,
1584,0,0.00130653,0.0228433,-0.00578062,-1567.44,639.337,1012.42,,,,,,
1585,0,0.00104485,0.0227341,-0.00579628,-1567.33,639.338,1012.55,,,,,,
1586,0,0.00100491,0.0230113,-0.00588927,-1567.19,639.323,1012.68,,,,,,
1587,0,0.000766074,0.0232244,-0.00573384,-1567,639.289,1012.78,,,,,,
1588,0,0.000497572,0.0237015,-0.0055371,-1566.83,639.297,1012.91,,,,,,
1589,0,0.000165582,0.0239025,-0.00557732,-1566.65,639.307,1013.05,,,,,,
1590,0,-0.000206192,0.0236713,-0.00551095,-1566.5,639.309,1013.17,,,,,,
1591,0,-0.00025536,0.0230979,-0.00540713,-1566.37,639.327,1013.31,,,,,,
1592,0,-0.000328674,0.0225702,-0.00550164,-1566.2,639.343,1013.43,,,,,,
1593,0,-0.00109102,0.0218289,-0.00538438,-1566,639.332,1013.55,,,,,,
1594,0,-0.00175684,0.0217738,-0.00517374,-1565.8,639.346,1013.68,,,,,,
1595,0,-0.00256475,0.0210418,-0.00487815,-1565.59,639.393,1013.77,,,,,,
1596,0,-0.00294172,0.0205261,-0.00489017,-1565.4,639.401,1013.91,,,,,,
1597,0,-0.00279065,0.0200641,-0.00503285,-1565.18,639.406,1014.02,,,,,,
1598,0,-0.0026367,0.0195093,-0.00517177,-1564.94,639.364,1014.16,,,,,,
1599,0,-0.00255314,0.0191526,-0.00546252,-1564.68,639.306,1014.25,,,,,,
1600,0,-0.00218883,0.0186467,-0.00529423,-1564.44,639.23,1014.4,,,,,,
1601,0,-0.00143133,0.0176869,-0.00541872,-1564.18,639.132,1014.54,,,,,,
1602,0,-0.000978839,0.0170446,-0.00568237,-1563.89,639.051,1014.64,,,,,,
1603,0,-0.000538528,0.0166764,-0.00577541,-1563.57,638.994,1014.74,,,,,,
1604,0,-0.000563503,0.0162298,-0.00571056,-1563.2,638.983,1014.86,,,,,,
1605,0,-0.00085193,0.0162985,-0.00546407,-1562.84,639.005,1014.95,,,,,,
1606,0,-0.000782367,0.0162675,-0.00528999,-1562.5,639.044,1015.08,,,,,,
1607,0,-0.00083284,0.0159878,-0.00525657,-1562.16,639.051,1015.16,,,,,,
1608,0,-0.00186656,0.0156292,-0.00538231,-1561.79,639.037,1015.23,,,,,,
1609,0,-0.00258251,0.0157469,-0.00554249,-1561.44,639.001,1015.33,,,,,,
1610,0,-0.00244567,0.0157127,-0.00565692,-1561.05,638.958,1015.43,,,,,,
1611,0,-0.00236038,0.015998,-0.00554943,-1560.67,638.958,1015.5,,,,,,
1612,0,-0.0024928,0.0162004,-0.00570895,-1560.21,638.909,1015.59,,,,,,
1613,0,-0.00300659,0.0156376,-0.00550661,-1559.79,638.916,1015.71,,,,,,
1614,0,-0.00316573,0.0154324,-0.005354,-1559.38,638.832,1015.84,,,,,,
1615,0,-0.00332356,0.0150193,-0.00551379,-1558.97,638.798,1015.9,,,,,,
1616,0,-0.00220297,0.0150134,-0.00521109,-1558.57,638.685,1016,,,,,,
1617,0,-0.00106877,0.0145644,-0.00538867,-1558.12,638.604,1016.08,,,,,,
1618,0,-0.000827184,0.0144976,-0.00525887,-1557.69,638.557,1016.22,,,,,,
1619,0,-0.000332881,0.0140413,-0.00528004,-1557.23,638.467,1016.33,,,,,,
1620,0,-0.00107781,0.013209,-0.00500848,-1556.8,638.405,1016.4,,,,,,
1621,0,4.15932e-005,0.0128512,-0.00494013,-1556.38,638.374,1016.54,,,,,,
1622,0,0.000104945,0.0123898,-0.00480041,-1555.96,638.308,1016.58,,,,,,
1623,0,5.25253e-005,0.0117189,-0.00483508,-1555.56,638.273,1016.68,,,,,,
1624,0,0.000320583,0.0108822,-0.00490608,-1555.16,638.184,1016.78,,,,,,
1625,0,-7.55946e-005,0.0103267,-0.00499858,-1554.75,638.113,1016.82,,,,,,
1626,0,-3.50739e-005,0.0102154,-0.00474036,-1554.32,638.052,1016.85,,,,,,
1627,0,-2.26903e-005,0.0103917,-0.0044917,-1553.81,637.965,1016.87,,,,,,
1628,0,0.000327377,0.0103648,-0.0040205,-1553.24,637.878,1016.93,,,,,,
1629,0,0.000693675,0.0107771,-0.00404752,-1552.7,637.77,1016.98,,,,,,
1630,0,0.000973992,0.0118724,-0.00441347,-1552.14,637.652,1016.99,,,,,,
1631,0,0.00136333,0.0125653,-0.00461174,-1551.65,637.559,1017.01,,,,,,
1632,0,0.00110015,0.0131267,-0.00472437,-1551.15,637.479,1017.01,,,,,,
1633,0,0.0010412,0.0133581,-0.0044213,-1550.57,637.456,1017.04,,,,,,
1634,0,0.00183837,0.0134045,-0.00425863,-1549.97,637.49,1017.12,,,,,,
1635,0,0.00144929,0.0140328,-0.0039742,-1549.39,637.427,1017.15,,,,,,
1636,0,0.00140873,0.0148436,-0.00393442,-1548.8,637.348,1017.18,,,,,,
1637,0,0.00079079,0.015548,-0.00410774,-1548.22,637.285,1017.2,,,,,,
1638,0,0.00137194,0.015572,-0.00418413,-1547.63,637.248,1017.23,,,,,,
1639,0,0.000596493,0.0156785,-0.00432569,-1547.08,637.194,1017.26,,,,,,
1640,0,1.43164e-005,0.0158714,-0.00422151,-1546.53,637.105,1017.32,,,,,,
1641,0,-7.22711e-005,0.0159624,-0.00454132,-1545.95,637.048,1017.36,,,,,,
1642,0,-0.000231213,0.0157348,-0.00455408,-1545.39,636.954,1017.4,,,,,,
1643,0,-5.5147e-005,0.0155737,-0.00448263,-1544.82,636.86,1017.46,,,,,,
1644,0,-0.000142742,0.01516,-0.00417624,-1544.27,636.794,1017.54,,,,,,
1645,0,-0.000446899,0.014571,-0.00404612,-1543.72,636.7,1017.61,,,,,,
1646,0,-0.000384289,0.0140753,-0.00411809,-1543.2,636.608,1017.66,,,,,,
1647,0,-0.000887196,0.0144631,-0.00445336,-1542.66,636.443,1017.67,,,,,,
1648,0,-0.00078544,0.0138849,-0.00443595,-1542.09,636.356,1017.8,,,,,,
1649,0,-0.000159092,0.0134969,-0.00477717,-1541.51,636.177,1017.89,,,,,,
1650,0,9.18223e-005,0.0135197,-0.00500776,-1540.95,636.111,1017.98,,,,,,
1651,0,0.000517747,0.0133929,-0.00505451,-1540.35,635.969,1018.07,,,,,,
1652,0,0.000250829,0.01373,-0.00525123,-1539.68,635.843,1018.09,,,,,,
1653,0,0.000569798,0.0145187,-0.00517073,-1539,635.757,1018.16,,,,,,
1654,0,0.000774078,0.014779,-0.00475626,-1538.34,635.614,1018.21,,,,,,
1655,0,0.00118989,0.0146364,-0.00437915,-1537.71,635.477,1018.25,,,,,,
1656,0,0.00186998,0.0141395,-0.0046521,-1537.09,635.228,1018.26,,,,,,
1657,0,0.00237122,0.0137115,-0.00475379,-1536.46,635.044,1018.32,,,,,,
1658,0,0.00253514,0.014608,-0.00496606,-1535.76,634.843,1018.32,,,,,,
1659,0,0.00190979,0.0146318,-0.00485793,-1535.07,634.705,1018.33,,,,,,
1660,0,0.00162021,0.0143156,-0.00483188,-1534.41,634.634,1018.35,,,,,,
1661,0,0.00228131,0.0139316,-0.00484652,-1533.78,634.547,1018.36,,,,,,
1662,0,0.00274583,0.0135812,-0.00474074,-1533.1,634.35,1018.39,,,,,,
1663,0,0.00231971,0.0137594,-0.00505918,-1532.4,634.12,1018.39,,,,,,
1664,0,0.00183829,0.0139705,-0.00496775,-1531.73,633.959,1018.39,,,,,,
1665,0,0.00198511,0.0140914,-0.00500252,-1531.07,633.815,1018.36,,,,,,
1666,0,0.00190026,0.0137479,-0.00509187,-1530.41,633.687,1018.32,,,,,,
1667,0,0.00158202,0.0134709,-0.0053195,-1529.76,633.493,1018.34,,,,,,
