Objects
100
,,Global Angle UAV_6_4:UAV_6_4,,,,,,Global Angle pendulum:pendulum,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
21,0,2.76995,1.47715,-0.0431641,82.9106,-87.3951,909.249,,,,,,
22,0,2.76895,1.47738,-0.0424973,82.9859,-87.8554,909.129,,,,,,
23,0,2.7692,1.47752,-0.0406308,83.0617,-88.2473,909.089,,,,,,
24,0,2.76997,1.47826,-0.0388494,83.2307,-88.8035,908.868,,,,,,
25,0,2.76987,1.4769,-0.0398642,83.2979,-89.2212,908.781,,,,,,
26,0,2.76959,1.47772,-0.0394686,83.3645,-89.5435,908.723,,,,,,
27,0,2.77024,1.47708,-0.0406063,83.5693,-90.0102,908.595,,,,,,
28,0,2.77117,1.47533,-0.0422853,83.7544,-90.3912,908.475,,,,,,
29,0,2.77073,1.47534,-0.0445288,83.9137,-90.738,908.326,,,,,,
30,0,2.77052,1.47492,-0.0460654,84.0353,-91.123,908.285,,,,,,
31,0,2.77097,1.47479,-0.0468666,84.1835,-91.5497,908.126,,,,,,
32,0,2.77042,1.47548,-0.0484697,84.3705,-91.9048,908.073,,,,,,
33,0,2.77106,1.47519,-0.0491052,84.5485,-92.1974,907.981,,,,,,
34,0,2.77263,1.47431,-0.0513171,84.7087,-92.5545,907.732,,,,,,
35,0,2.77301,1.47363,-0.0525193,84.9442,-92.999,907.494,,,,,,
36,0,2.7742,1.47244,-0.0554383,85.1423,-93.3927,907.286,,,,,,
37,0,2.77394,1.4722,-0.0553691,85.2176,-93.7878,907.073,,,,,,
38,0,2.77446,1.47241,-0.0575226,85.3933,-94.1319,906.91,,,,,,
39,0,2.77317,1.47204,-0.0594005,85.5038,-94.3815,906.774,,,,,,
40,0,2.77306,1.47145,-0.0605906,85.6075,-94.7038,906.518,,,,,,
41,0,2.77286,1.47039,-0.0605267,85.6631,-95.07,906.256,,,,,,
42,0,2.77332,1.46918,-0.061124,85.7381,-95.3637,906.037,,,,,,
43,0,2.77215,1.46884,-0.060736,85.8157,-95.8925,905.642,,,,,,
44,0,2.77231,1.46904,-0.0600486,85.8162,-96.2625,905.406,,,,,,
45,0,2.77157,1.46909,-0.0594379,85.8369,-96.5906,905.182,,,,,,
46,0,2.77129,1.46964,-0.0600279,85.8575,-96.8971,904.986,,,,,,
47,0,2.77033,1.46793,-0.0607141,85.9947,-97.1406,904.792,,,,,,
48,0,2.7712,1.46852,-0.0599645,86.1358,-97.6733,904.457,,,,,,
49,0,2.77288,1.46835,-0.0593821,86.2505,-98.0717,904.034,,,,,,
50,0,2.7734,1.46732,-0.0623566,86.358,-98.2371,903.757,,,,,,
51,0,2.77353,1.4651,-0.065061,86.4845,-98.6407,903.334,,,,,,
52,0,2.774,1.46458,-0.0651303,86.5899,-98.9186,903.119,,,,,,
53,0,2.77459,1.46568,-0.0630514,86.7712,-99.162,902.847,,,,,,
54,0,2.77489,1.46491,-0.0633325,86.8584,-99.3948,902.533,,,,,,
55,0,2.7749,1.46414,-0.063047,87.0238,-99.6137,902.113,,,,,,
56,0,2.77481,1.46267,-0.0652327,87.155,-99.7259,901.8,,,,,,
57,0,2.77418,1.46141,-0.0667647,87.3068,-99.8538,901.415,,,,,,
58,0,2.77434,1.46123,-0.0669163,87.426,-100.197,900.966,,,,,,
59,0,2.77479,1.46074,-0.0659079,87.5269,-100.371,900.664,,,,,,
60,0,2.77505,1.45977,-0.0673996,87.6659,-100.636,900.177,,,,,,
61,0,2.77533,1.46043,-0.0641443,87.6867,-100.863,899.746,,,,,,
62,0,2.77493,1.45976,-0.065433,87.8475,-101.115,899.287,,,,,,
63,0,2.77469,1.45903,-0.0658762,87.9184,-101.245,899.003,,,,,,
64,0,2.77421,1.45919,-0.065254,87.9978,-101.635,898.608,,,,,,
65,0,2.77395,1.45859,-0.0636743,88.0292,-101.91,898.18,,,,,,
66,0,2.77412,1.45898,-0.0615406,88.0602,-102.203,897.799,,,,,,
67,0,2.77473,1.45766,-0.0600923,88.116,-102.381,897.488,,,,,,
68,0,2.77612,1.45769,-0.0577037,88.2422,-102.652,897.037,,,,,,
69,0,2.77781,1.45753,-0.0552681,88.377,-102.921,896.582,,,,,,
70,0,2.77829,1.45719,-0.0542932,88.5016,-103.133,896.315,,,,,,
71,0,2.7793,1.45767,-0.0542444,88.662,-103.26,895.846,,,,,,
72,0,2.778,1.45684,-0.0562278,88.7843,-103.322,895.517,,,,,,
73,0,2.77875,1.45695,-0.0577641,89.0296,-103.483,895.052,,,,,,
74,0,2.77925,1.45713,-0.0597474,89.3268,-103.591,894.702,,,,,,
75,0,2.77917,1.45579,-0.0610226,89.5234,-103.669,894.316,,,,,,
76,0,2.77835,1.45563,-0.0637143,89.7971,-103.694,893.927,,,,,,
77,0,2.77847,1.45447,-0.0642634,90.0505,-103.747,893.655,,,,,,
78,0,2.77949,1.45522,-0.0633235,90.1974,-103.785,893.386,,,,,,
79,0,2.77947,1.45543,-0.0621134,90.3677,-103.863,893.057,,,,,,
80,0,2.77909,1.45476,-0.0618894,90.5168,-103.903,892.686,,,,,,
81,0,2.77907,1.45462,-0.0614007,90.6175,-104.038,892.307,,,,,,
82,0,2.77921,1.45434,-0.0602521,90.7248,-104.087,891.937,,,,,,
83,0,2.77901,1.45522,-0.0582401,90.8398,-104.189,891.566,,,,,,
84,0,2.7776,1.45344,-0.0576097,90.9551,-104.256,891.069,,,,,,
85,0,2.77913,1.45302,-0.0555467,91.0356,-104.248,890.678,,,,,,
86,0,2.77858,1.45303,-0.0536911,91.0335,-104.173,890.464,,,,,,
87,0,2.77831,1.45121,-0.0542933,91.2265,-104.28,890.034,,,,,,
88,0,2.77892,1.45071,-0.0560071,91.3303,-104.322,889.73,,,,,,
89,0,2.77942,1.45015,-0.0567345,91.5018,-104.37,889.386,,,,,,
90,0,2.78073,1.45001,-0.0559326,91.7236,-104.377,889.046,,,,,,
91,0,2.78,1.44999,-0.0563048,91.8722,-104.318,888.711,,,,,,
92,0,2.78055,1.44951,-0.0555504,92.0737,-104.227,888.44,,,,,,
93,0,2.78144,1.44921,-0.0570794,92.2799,-104.225,888.085,,,,,,
94,0,2.78127,1.45008,-0.0568986,92.5247,-104.196,887.673,,,,,,
95,0,2.78102,1.44948,-0.0576752,92.7528,-104.02,887.425,,,,,,
96,0,2.78141,1.45105,-0.0562123,92.9487,-104.173,886.9,,,,,,
97,0,2.78242,1.45063,-0.0541389,93.0933,-104.12,886.49,,,,,,
98,0,2.78277,1.44914,-0.0546887,93.2173,-104.014,886.217,,,,,,
99,0,2.78239,1.44889,-0.0544752,93.4009,-103.947,885.9,,,,,,
100,0,2.78113,1.44828,-0.0571081,93.5424,-103.852,885.579,,,,,,
101,0,2.78174,1.448,-0.0557868,93.6301,-103.921,885.197,,,,,,
102,0,2.78174,1.44753,-0.0539093,93.7222,-103.921,884.832,,,,,,
103,0,2.78278,1.44774,-0.0529708,93.8633,-103.807,884.496,,,,,,
104,0,2.78147,1.447,-0.0525948,93.991,-103.655,884.243,,,,,,
105,0,2.78222,1.44767,-0.0511037,94.0882,-103.635,883.729,,,,,,
106,0,2.78361,1.44754,-0.0486972,94.2425,-103.54,883.4,,,,,,
107,0,2.7839,1.44751,-0.048773,94.3621,-103.458,883.024,,,,,,
108,0,2.78355,1.44798,-0.0487103,94.4663,-103.509,882.567,,,,,,
109,0,2.78482,1.44854,-0.0434908,94.6192,-103.41,882.225,,,,,,
110,0,2.78518,1.44797,-0.0436272,94.7711,-103.264,881.854,,,,,,
111,0,2.78524,1.44713,-0.0443286,94.8819,-103.088,881.517,,,,,,
112,0,2.78489,1.44628,-0.0444542,94.935,-102.859,881.177,,,,,,
113,0,2.78531,1.44469,-0.0452785,95.0492,-102.764,880.948,,,,,,
114,0,2.78584,1.44506,-0.0460908,95.1684,-102.681,880.661,,,,,,
115,0,2.78656,1.44525,-0.0457541,95.2844,-102.578,880.374,,,,,,
116,0,2.78719,1.44527,-0.0449922,95.3477,-102.548,880.078,,,,,,
117,0,2.78636,1.44413,-0.047366,95.4843,-102.487,879.722,,,,,,
118,0,2.78634,1.44519,-0.0489142,95.6036,-102.207,879.478,,,,,,
119,0,2.78685,1.44534,-0.0476736,95.703,-102.027,879.141,,,,,,
120,0,2.78727,1.44406,-0.0469757,95.7949,-102.004,878.76,,,,,,
121,0,2.78809,1.44373,-0.047025,95.8899,-101.875,878.454,,,,,,
122,0,2.78784,1.44274,-0.0480321,95.9395,-101.629,878.184,,,,,,
123,0,2.78716,1.44296,-0.0481195,95.9597,-101.371,877.919,,,,,,
124,0,2.78871,1.44405,-0.0428666,96.0262,-101.341,877.602,,,,,,
125,0,2.7881,1.44293,-0.0431804,96.0101,-101.125,877.342,,,,,,
126,0,2.78779,1.44228,-0.0434578,96.0303,-100.919,877.095,,,,,,
127,0,2.78813,1.44205,-0.0436894,96.015,-100.792,876.836,,,,,,
128,0,2.78903,1.44136,-0.0439114,96.034,-100.599,876.641,,,,,,
129,0,2.78914,1.44177,-0.0415575,96.0155,-100.567,876.26,,,,,,
130,0,2.7897,1.44196,-0.0415112,96.0433,-100.386,876.008,,,,,,
131,0,2.78943,1.44132,-0.0428433,96.0666,-100.18,875.765,,,,,,
132,0,2.79078,1.44317,-0.0414331,96.2118,-100.128,875.372,,,,,,
133,0,2.78984,1.44198,-0.0460843,96.2841,-99.9411,875.074,,,,,,
134,0,2.79064,1.44195,-0.0452879,96.3799,-99.8299,874.772,,,,,,
135,0,2.79118,1.44042,-0.048497,96.3544,-99.5565,874.62,,,,,,
136,0,2.79147,1.44049,-0.0486313,96.3351,-99.4127,874.324,,,,,,
137,0,2.79134,1.43963,-0.0492926,96.2799,-99.2232,874.105,,,,,,
138,0,2.79279,1.4404,-0.0472314,96.2346,-99.172,873.913,,,,,,
139,0,2.79215,1.4405,-0.0457027,96.1915,-99.1184,873.649,,,,,,
140,0,2.79164,1.43996,-0.0456708,96.1666,-99.0005,873.475,,,,,,
141,0,2.7922,1.44048,-0.0451578,96.1357,-98.845,873.233,,,,,,
142,0,2.7932,1.44229,-0.041051,96.0124,-98.8146,873.119,,,,,,
143,0,2.7929,1.44065,-0.0422456,95.955,-98.6723,872.734,,,,,,
144,0,2.79279,1.44096,-0.0415451,95.8842,-98.5554,872.409,,,,,,
145,0,2.7926,1.44018,-0.0414844,95.7951,-98.3751,872.202,,,,,,
146,0,2.79211,1.43972,-0.0408297,95.7297,-98.1407,872.056,,,,,,
147,0,2.7931,1.43956,-0.0412851,95.7054,-98.1376,871.815,,,,,,
148,0,2.79361,1.43996,-0.0428533,95.7192,-98.0488,871.43,,,,,,
149,0,2.79283,1.43817,-0.0453891,95.6853,-97.7536,871.321,,,,,,
150,0,2.79367,1.43849,-0.0454181,95.6529,-97.6579,871.164,,,,,,
151,0,2.79465,1.4394,-0.0463494,95.6266,-97.5581,870.855,,,,,,
152,0,2.79531,1.43918,-0.0460084,95.5956,-97.4735,870.693,,,,,,
153,0,2.79506,1.43904,-0.0489219,95.4969,-97.3307,870.451,,,,,,
154,0,-0.00357309,-2.98838e-005,-0.133215,95.8754,-98.2586,869.141,,,,,,
155,0,-0.0036748,0.00037492,-0.133789,95.7962,-98.027,868.997,,,,,,
156,0,-0.00373625,0.000759104,-0.134129,95.7029,-97.9866,868.774,,,,,,
157,0,-0.00415631,0.000688358,-0.134179,95.6064,-97.812,868.68,,,,,,
158,0,-0.00399138,0.00111922,-0.134817,95.488,-97.8029,868.493,,,,,,
159,0,-0.00332246,0.00130175,-0.134868,95.359,-97.7064,868.402,,,,,,
160,0,-0.00292652,0.00130079,-0.134844,95.2733,-97.6582,868.218,,,,,,
161,0,-0.00275202,0.00146028,-0.135029,95.1609,-97.5665,868.048,,,,,,
162,0,-0.00267429,0.000991245,-0.134995,95.102,-97.4009,867.945,,,,,,
163,0,-0.0020042,0.00189741,-0.135121,95.0681,-97.3231,867.725,,,,,,
164,0,-0.00231765,0.00224597,-0.135516,95.021,-97.2861,867.584,,,,,,
165,0,-0.00274392,0.00256025,-0.135745,94.8753,-97.1882,867.444,,,,,,
166,0,-0.003134,0.00222195,-0.136203,94.8987,-97.0979,867.296,,,,,,
167,0,-0.0032758,0.00115627,-0.135799,94.813,-97.0368,867.015,,,,,,
168,0,-0.00227598,0.00262443,-0.136506,94.7027,-96.8972,866.91,,,,,,
169,0,-0.00124165,0.00264049,-0.136414,94.6766,-96.7735,866.753,,,,,,
170,0,-0.00225701,0.00263133,-0.136436,94.568,-96.7007,866.535,,,,,,
171,0,-0.00209759,0.00400855,-0.137394,94.5473,-96.6131,866.415,,,,,,
172,0,-0.00275096,0.00316547,-0.137046,94.4312,-96.5697,866.106,,,,,,
173,0,-0.00271279,0.0033708,-0.137017,94.2941,-96.3974,866.006,,,,,,
174,0,-0.00351193,0.00315018,-0.137073,94.156,-96.3715,865.758,,,,,,
175,0,-0.00303853,0.00361484,-0.13751,94.0884,-96.3221,865.476,,,,,,
176,0,-0.0031797,0.00354726,-0.13805,93.9937,-96.1954,865.347,,,,,,
177,0,-0.00305781,0.00401394,-0.138348,93.911,-96.1859,865.1,,,,,,
178,0,-0.00405033,0.00338053,-0.137947,93.7855,-96.2167,864.894,,,,,,
179,0,-0.00457922,0.00487212,-0.139058,93.8071,-96.2203,864.625,,,,,,
180,0,-0.00461932,0.00503052,-0.138901,93.7198,-96.2447,864.373,,,,,,
181,0,-0.0056359,0.00526498,-0.138963,93.692,-96.2061,864.166,,,,,,
182,0,-0.00606903,0.00520533,-0.139106,93.647,-96.0561,864.032,,,,,,
183,0,-0.00612811,0.00530267,-0.139163,93.6725,-96.1031,863.777,,,,,,
184,0,-0.00617007,0.00515859,-0.13935,93.6969,-96.0645,863.581,,,,,,
185,0,-0.00615665,0.00622252,-0.140798,93.8228,-95.9787,863.486,,,,,,
186,0,-0.00730798,0.00659217,-0.140213,93.671,-95.8912,863.29,,,,,,
187,0,-0.0079597,0.00664101,-0.140106,93.5517,-95.749,863.028,,,,,,
188,0,-0.00956425,0.00679254,-0.140115,93.5115,-95.7204,862.732,,,,,,
189,0,-0.00855231,0.00816158,-0.140591,93.5426,-95.6455,862.615,,,,,,
190,0,-0.00813474,0.00849866,-0.140888,93.4988,-95.5815,862.475,,,,,,
191,0,-0.00721661,0.00758352,-0.141051,93.4874,-95.4992,862.421,,,,,,
192,0,-0.00736198,0.00669778,-0.140982,93.4649,-95.463,862.294,,,,,,
193,0,-0.00737604,0.00677456,-0.141796,93.4056,-95.4623,862.064,,,,,,
194,0,-0.00843285,0.00571297,-0.140917,93.2925,-95.5163,861.697,,,,,,
195,0,-0.00668307,0.00599188,-0.141396,93.27,-95.463,861.528,,,,,,
196,0,-0.00624021,0.00471544,-0.142061,93.1472,-95.4886,861.277,,,,,,
197,0,-0.00632657,0.00368555,-0.142332,93.1227,-95.4943,861.094,,,,,,
198,0,-0.00609413,0.00322763,-0.142901,93.1352,-95.5036,860.788,,,,,,
199,0,-0.00659108,0.00333638,-0.142077,93.0945,-95.4831,860.554,,,,,,
200,0,-0.00683911,0.00316568,-0.142798,93.1426,-95.295,860.367,,,,,,
201,0,-0.00709454,0.00314939,-0.142577,93.1376,-95.2156,860.18,,,,,,
202,0,-0.00802998,0.00295144,-0.143119,93.1663,-95.1466,859.883,,,,,,
203,0,-0.00796785,0.00264643,-0.142571,93.1147,-95.0502,859.717,,,,,,
204,0,-0.00815066,0.00266475,-0.143027,93.1217,-94.9617,859.57,,,,,,
205,0,-0.00811424,0.00282323,-0.143471,93.1511,-94.8663,859.321,,,,,,
206,0,-0.00929658,0.00390747,-0.143757,93.1567,-94.8218,859.083,,,,,,
207,0,-0.010991,0.00279447,-0.143954,93.1615,-94.7604,858.766,,,,,,
208,0,-0.0115277,0.00247649,-0.143261,93.1693,-94.6688,858.624,,,,,,
209,0,-0.0109966,0.002494,-0.143436,93.1923,-94.6829,858.391,,,,,,
210,0,-0.0107391,0.00344114,-0.144391,93.1737,-94.6872,858.235,,,,,,
211,0,-0.00970476,0.00387273,-0.144621,93.1655,-94.6054,858.085,,,,,,
212,0,-0.0104693,0.00254557,-0.145015,93.1734,-94.5298,857.807,,,,,,
213,0,-0.00965337,0.0019002,-0.145093,93.0352,-94.3971,857.731,,,,,,
214,0,-0.0100759,2.05812e-005,-0.145309,92.9178,-94.2177,857.624,,,,,,
215,0,-0.0094659,-4.94955e-005,-0.145469,92.7799,-94.1115,857.514,,,,,,
216,0,-0.00973328,-0.00165911,-0.145916,92.7275,-93.9785,857.403,,,,,,
217,0,-0.00968181,-0.00255552,-0.146554,92.6576,-93.9191,857.28,,,,,,
218,0,-0.00976546,-0.00142749,-0.147789,92.6066,-93.7094,857.178,,,,,,
219,0,-0.00998349,-0.00235385,-0.147176,92.6079,-93.6549,856.892,,,,,,
220,0,-0.0105254,-0.0032575,-0.146514,92.5715,-93.4474,856.79,,,,,,
221,0,-0.00946428,-0.00456447,-0.146475,92.4835,-93.4336,856.573,,,,,,
222,0,-0.0097435,-0.00512816,-0.146629,92.3426,-93.327,856.446,,,,,,
223,0,-0.0105938,-0.00509756,-0.147122,92.3056,-93.2238,856.302,,,,,,
224,0,-0.0104852,-0.00463969,-0.147969,92.2259,-93.1155,856.119,,,,,,
225,0,-0.0110425,-0.00544766,-0.147949,92.2446,-92.9943,855.956,,,,,,
226,0,-0.0110915,-0.00579399,-0.147922,92.1903,-92.7218,855.896,,,,,,
227,0,-0.0105308,-0.00392047,-0.148452,92.1629,-92.5656,855.718,,,,,,
228,0,-0.0110157,-0.00401242,-0.148845,92.1284,-92.4306,855.595,,,,,,
229,0,-0.0115556,-0.00423098,-0.14869,92.061,-92.2406,855.505,,,,,,
230,0,-0.0114859,-0.00393101,-0.149194,91.9885,-92.0472,855.359,,,,,,
231,0,-0.010339,-0.00333211,-0.149144,91.9756,-91.7988,855.259,,,,,,
232,0,-0.00981383,-0.0031239,-0.149849,91.7742,-91.6955,855.152,,,,,,
233,0,-0.00921971,-0.0045021,-0.14933,91.6895,-91.561,855.041,,,,,,
234,0,-0.00742866,-0.00418725,-0.150005,91.5568,-91.6151,854.835,,,,,,
235,0,-0.00687763,-0.00421654,-0.150691,91.3761,-91.5592,854.79,,,,,,
236,0,-0.00620779,-0.00525011,-0.150384,91.1831,-91.4576,854.655,,,,,,
237,0,-0.00504152,-0.00519129,-0.150545,91.0587,-91.3454,854.596,,,,,,
238,0,-0.00463801,-0.00509704,-0.151056,90.8754,-91.1266,854.582,,,,,,
239,0,-0.00380219,-0.00553191,-0.150969,90.7535,-91.0595,854.468,,,,,,
240,0,-0.00456092,-0.00598778,-0.150736,90.6036,-90.9827,854.364,,,,,,
241,0,-0.00374542,-0.00522715,-0.150804,90.4648,-90.8735,854.191,,,,,,
242,0,-0.00477992,-0.00541558,-0.150789,90.299,-90.6531,854.147,,,,,,
243,0,-0.00542607,-0.00483996,-0.151121,90.1584,-90.4479,854.035,,,,,,
244,0,-0.00553144,-0.00429706,-0.151339,89.9831,-90.1926,853.96,,,,,,
245,0,-0.00613954,-0.00342441,-0.151426,89.8511,-89.961,853.915,,,,,,
246,0,-0.00650649,-0.00238994,-0.151724,89.708,-89.724,853.817,,,,,,
247,0,-0.00691521,-0.00140653,-0.151844,89.5944,-89.4773,853.726,,,,,,
248,0,-0.0067227,-0.000864219,-0.151388,89.4627,-89.2912,853.68,,,,,,
249,0,-0.00689155,-0.000231866,-0.150026,89.3298,-89.0822,853.653,,,,,,
250,0,-0.00716859,-0.000121705,-0.148314,89.1813,-88.8617,853.756,,,,,,
251,0,-0.00798875,0.000961991,-0.14615,89.0324,-88.6474,853.939,,,,,,
252,0,-0.00938527,0.00228817,-0.144512,88.9068,-88.389,854.165,,,,,,
253,0,-0.0110337,0.0029907,-0.141393,88.7492,-87.9536,854.626,,,,,,
254,0,-0.0121024,0.00235551,-0.138406,88.6325,-87.5825,855.023,,,,,,
255,0,-0.0135749,0.00410813,-0.136347,88.5273,-87.312,855.587,,,,,,
256,0,-0.0136778,0.00544292,-0.133665,88.4653,-87.0405,856.281,,,,,,
257,0,-0.0158843,0.00633701,-0.130899,88.3315,-86.5812,857.323,,,,,,
258,0,-0.0169196,0.00667544,-0.1282,88.1861,-86.1754,858.382,,,,,,
259,0,-0.0173849,0.00714714,-0.125209,88.1434,-85.7765,859.474,,,,,,
260,0,-0.0180304,0.0078612,-0.121781,88.0732,-85.515,860.784,,,,,,
261,0,-0.0201795,0.00906937,-0.118803,87.9457,-85.2008,862.337,,,,,,
262,0,-0.0197696,0.00960865,-0.116077,87.8876,-84.8188,863.847,,,,,,
263,0,-0.01833,0.0118902,-0.113207,87.8348,-84.4466,865.545,,,,,,
264,0,-0.0189391,0.010748,-0.10892,87.7129,-84.0119,867.424,,,,,,
265,0,-0.0193597,0.00965618,-0.105789,87.5739,-83.7194,869.198,,,,,,
266,0,-0.016238,0.012036,-0.103786,87.3999,-83.5266,871.18,,,,,,
267,0,-0.018769,0.0114528,-0.100174,87.2371,-83.1773,873.348,,,,,,
268,0,-0.0168242,0.010247,-0.096678,87.1686,-82.8058,875.468,,,,,,
269,0,-0.0173543,0.011901,-0.0941265,87.1624,-82.4437,877.757,,,,,,
270,0,-0.0168552,0.0107724,-0.0901866,86.9994,-81.9094,880.073,,,,,,
271,0,-0.0166351,0.0117517,-0.0870294,86.9881,-81.4809,882.374,,,,,,
272,0,-0.0174774,0.0119622,-0.0843904,86.9119,-81.0122,884.737,,,,,,
273,0,-0.0176512,0.011685,-0.0798937,86.9142,-80.411,887.284,,,,,,
274,0,-0.0179671,0.0122272,-0.078367,86.8908,-79.9735,889.829,,,,,,
275,0,-0.0176199,0.0125875,-0.075556,86.7322,-79.4711,892.377,,,,,,
276,0,-0.0194772,0.0108803,-0.0731681,86.7097,-78.8587,895.164,,,,,,
277,0,-0.0200511,0.0106867,-0.0696772,86.7095,-78.354,897.586,,,,,,
278,0,-0.0187267,0.0124595,-0.0667557,86.7078,-77.8781,900.31,,,,,,
279,0,-0.0190184,0.0114953,-0.0633916,86.6969,-77.2502,902.777,,,,,,
280,0,-0.0180145,0.0102313,-0.0605722,86.6013,-76.724,905.753,,,,,,
281,0,-0.0170954,0.0103182,-0.0587056,86.4792,-76.2579,908.276,,,,,,
282,0,-0.0167378,0.00938079,-0.0549015,86.4927,-75.5893,911.193,,,,,,
283,0,-0.0159357,0.00921345,-0.052826,86.3947,-75.0462,913.806,,,,,,
284,0,-0.0149024,0.00787837,-0.0497104,86.3742,-74.6565,916.47,,,,,,
285,0,-0.017364,0.0062522,-0.0474626,86.2017,-73.8529,919.455,,,,,,
286,0,-0.0151987,0.00425619,-0.0439924,86.1641,-73.4887,921.914,,,,,,
287,0,-0.0135156,0.0055838,-0.0420422,86.1909,-72.9757,924.693,,,,,,
288,0,-0.0148722,0.00400461,-0.0390115,86.0531,-72.2767,927.336,,,,,,
289,0,-0.0149162,0.0034221,-0.0360485,86.1035,-71.5836,930.114,,,,,,
290,0,-0.0163469,0.000104364,-0.0332082,85.9574,-70.8499,932.822,,,,,,
291,0,-0.015441,0.00287154,-0.0308604,86.0459,-70.274,935.267,,,,,,
292,0,-0.0152369,0.00255422,-0.0290632,86.0571,-69.5158,937.894,,,,,,
293,0,-0.0151574,0.00260874,-0.026459,86.0826,-68.7454,940.503,,,,,,
294,0,-0.0149457,0.00428957,-0.0250704,86.041,-68.1167,943.049,,,,,,
295,0,-0.0158806,0.00227833,-0.0227746,86.036,-67.4311,945.503,,,,,,
296,0,-0.0151502,0.00264724,-0.0208044,86.036,-66.818,948.119,,,,,,
297,0,-0.0151543,0.00274196,-0.0184182,86.071,-66.1276,950.443,,,,,,
298,0,-0.0148826,0.00176421,-0.015902,86.1191,-65.4835,953.056,,,,,,
299,0,-0.013671,0.0025288,-0.0144295,86.1294,-64.8321,955.26,,,,,,
300,0,-0.0132449,0.00155211,-0.0119337,86.121,-64.2346,957.682,,,,,,
301,0,-0.0113869,0.00154643,-0.0101676,86.0909,-63.5212,959.991,,,,,,
302,0,-0.0111351,0.00262781,-0.00882348,86.0482,-62.6933,962.494,,,,,,
303,0,-0.0112792,0.000499742,-0.00656007,86.0495,-61.9809,964.75,,,,,,
304,0,-0.0114084,0.00153804,-0.00504129,86.0258,-61.2215,966.936,,,,,,
305,0,-0.00919664,0.000191136,-0.00344051,85.9684,-60.5504,969.204,,,,,,
306,0,-0.00992664,-0.000254185,-0.00156657,85.885,-59.915,971.397,,,,,,
307,0,-0.00885603,-0.000440504,5.65593e-005,85.816,-59.2028,973.558,,,,,,
308,0,-0.0100334,-0.00156007,0.0026109,85.6989,-58.4297,975.602,,,,,,
309,0,-0.00939641,0.000199311,0.00326965,85.6895,-57.653,977.778,,,,,,
310,0,-0.0103849,-0.00221112,0.005401,85.6685,-56.8722,979.882,,,,,,
311,0,-0.00992,-0.0014198,0.00746838,85.6021,-56.0752,981.896,,,,,,
312,0,-0.0110819,-0.00128457,0.0085396,85.6131,-55.2282,983.994,,,,,,
313,0,-0.0104324,-0.00322953,0.0102897,85.5423,-54.395,985.904,,,,,,
314,0,-0.0102512,-0.000994569,0.0120126,85.4691,-53.6376,987.841,,,,,,
315,0,-0.00858762,-0.000248429,0.0123507,85.4709,-52.9451,989.642,,,,,,
316,0,-0.00856047,-0.000736827,0.013907,85.3977,-52.1955,991.535,,,,,,
317,0,-0.00838824,-0.0005972,0.0154932,85.3428,-51.5748,993.403,,,,,,
318,0,-0.00622278,0.000207191,0.0162029,85.3303,-50.8386,995.297,,,,,,
319,0,-0.00667802,-0.00101508,0.0171264,85.2129,-50.066,997.14,,,,,,
320,0,-0.00597638,-0.000849827,0.0190418,85.1037,-49.392,998.857,,,,,,
321,0,-0.00465778,-0.00050648,0.0198583,85.1184,-48.6182,1000.59,,,,,,
