1,78.7321,-79.1367,906.457
2,78.9959,-79.7315,906.715
3,79.3347,-80.2831,907.081
4,79.491,-80.7894,907.196
5,79.6966,-81.1882,907.462
6,79.9881,-81.6022,907.5
7,80.1575,-82.294,907.754
8,80.4937,-82.6716,907.837
9,80.7986,-83.0365,907.97
10,80.6714,-82.6963,909.435
11,80.9805,-83.1711,909.253
12,81.2082,-83.6614,909.265
13,81.478,-84.1781,909.313
14,81.7045,-84.4557,909.451
15,82.0825,-84.9549,909.265
16,82.3169,-85.2723,909.327
17,82.4921,-85.6273,909.335
18,82.6337,-86.0856,909.253
19,82.7619,-86.6078,909.178
20,82.7904,-86.9363,909.323
21,82.9106,-87.3951,909.249
22,82.9859,-87.8554,909.129
23,83.0617,-88.2473,909.089
24,83.2307,-88.8035,908.868
25,83.2979,-89.2212,908.781
26,83.3645,-89.5435,908.723
27,83.5693,-90.0102,908.595
28,83.7544,-90.3912,908.475
29,83.9137,-90.738,908.326
30,84.0353,-91.123,908.285
31,84.1835,-91.5497,908.126
32,84.3705,-91.9048,908.073
33,84.5485,-92.1974,907.981
34,84.7087,-92.5545,907.732
35,84.9442,-92.999,907.494
36,85.1423,-93.3927,907.286
37,85.2176,-93.7878,907.073
38,85.3933,-94.1319,906.91
39,85.5038,-94.3815,906.774
40,85.6075,-94.7038,906.518
41,85.6631,-95.07,906.256
42,85.7381,-95.3637,906.037
43,85.8157,-95.8925,905.642
44,85.8162,-96.2625,905.406
45,85.8369,-96.5906,905.182
46,85.8575,-96.8971,904.986
47,85.9947,-97.1406,904.792
48,86.1358,-97.6733,904.457
49,86.2505,-98.0717,904.034
50,86.358,-98.2371,903.757
51,86.4845,-98.6407,903.334
52,86.5899,-98.9186,903.119
53,86.7712,-99.162,902.847
54,86.8584,-99.3948,902.533
55,87.0238,-99.6137,902.113
56,87.155,-99.7259,901.8
57,87.3068,-99.8538,901.415
58,87.426,-100.197,900.966
59,87.5269,-100.371,900.664
60,87.6659,-100.636,900.177
61,87.6867,-100.863,899.746
62,87.8475,-101.115,899.287
63,87.9184,-101.245,899.003
64,87.9978,-101.635,898.608
65,88.0292,-101.91,898.18
66,88.0602,-102.203,897.799
67,88.116,-102.381,897.488
68,88.2422,-102.652,897.037
69,88.377,-102.921,896.582
70,88.5016,-103.133,896.315
71,88.662,-103.26,895.846
72,88.7843,-103.322,895.517
73,89.0296,-103.483,895.052
74,89.3268,-103.591,894.702
75,89.5234,-103.669,894.316
76,89.7971,-103.694,893.927
77,90.0505,-103.747,893.655
78,90.1974,-103.785,893.386
79,90.3677,-103.863,893.057
80,90.5168,-103.903,892.686
81,90.6175,-104.038,892.307
82,90.7248,-104.087,891.937
83,90.8398,-104.189,891.566
84,90.9551,-104.256,891.069
85,91.0356,-104.248,890.678
86,91.0335,-104.173,890.464
87,91.2265,-104.28,890.034
88,91.3303,-104.322,889.73
89,91.5018,-104.37,889.386
90,91.7236,-104.377,889.046
91,91.8722,-104.318,888.711
92,92.0737,-104.227,888.44
93,92.2799,-104.225,888.085
94,92.5247,-104.196,887.673
95,92.7528,-104.02,887.425
96,92.9487,-104.173,886.9
97,93.0933,-104.12,886.49
98,93.2173,-104.014,886.217
99,93.4009,-103.947,885.9
100,93.5424,-103.852,885.579
101,93.6301,-103.921,885.197
102,93.7222,-103.921,884.832
103,93.8633,-103.807,884.496
104,93.991,-103.655,884.243
105,94.0882,-103.635,883.729
106,94.2425,-103.54,883.4
107,94.3621,-103.458,883.024
108,94.4663,-103.509,882.567
109,94.6192,-103.41,882.225
110,94.7711,-103.264,881.854
111,94.8819,-103.088,881.517
112,94.935,-102.859,881.177
113,95.0492,-102.764,880.948
114,95.1684,-102.681,880.661
115,95.2844,-102.578,880.374
116,95.3477,-102.548,880.078
117,95.4843,-102.487,879.722
118,95.6036,-102.207,879.478
119,95.703,-102.027,879.141
120,95.7949,-102.004,878.76
121,95.8899,-101.875,878.454
122,95.9395,-101.629,878.184
123,95.9597,-101.371,877.919
124,96.0262,-101.341,877.602
125,96.0101,-101.125,877.342
126,96.0303,-100.919,877.095
127,96.015,-100.792,876.836
128,96.034,-100.599,876.641
129,96.0155,-100.567,876.26
130,96.0433,-100.386,876.008
131,96.0666,-100.18,875.765
132,96.2118,-100.128,875.372
133,96.2841,-99.9411,875.074
134,96.3799,-99.8299,874.772
135,96.3544,-99.5565,874.62
136,96.3351,-99.4127,874.324
137,96.2799,-99.2232,874.105
138,96.2346,-99.172,873.913
139,96.1915,-99.1184,873.649
140,96.1666,-99.0005,873.475
141,96.1357,-98.845,873.233
142,96.0124,-98.8146,873.119
143,95.955,-98.6723,872.734
144,95.8842,-98.5554,872.409
145,95.7951,-98.3751,872.202
146,95.7297,-98.1407,872.056
147,95.7054,-98.1376,871.815
148,95.7192,-98.0488,871.43
149,95.6853,-97.7536,871.321
150,95.6529,-97.6579,871.164
151,95.6266,-97.5581,870.855
152,95.5956,-97.4735,870.693
153,95.4969,-97.3307,870.451
154,95.8754,-98.2586,869.141
155,95.7962,-98.027,868.997
156,95.7029,-97.9866,868.774
157,95.6064,-97.812,868.68
158,95.488,-97.8029,868.493
159,95.359,-97.7064,868.402
160,95.2733,-97.6582,868.218
161,95.1609,-97.5665,868.048
162,95.102,-97.4009,867.945
163,95.0681,-97.3231,867.725
164,95.021,-97.2861,867.584
165,94.8753,-97.1882,867.444
166,94.8987,-97.0979,867.296
167,94.813,-97.0368,867.015
168,94.7027,-96.8972,866.91
169,94.6766,-96.7735,866.753
170,94.568,-96.7007,866.535
